Month,Legal_Entity,Legal_Entity_Name,Function,CostCenter,CostCenter_Name,Account,Account_Name,Amount
1,EUR,Europe,Marketing,Marketing-02,Marketing-Research,700000,IT-Application-On-Premise,4484.09
1,EUR,Europe,Marketing,Marketing-02,Marketing-Research,700001,IT-Application-Subscription,9522.98
1,EUR,Europe,Marketing,Marketing-02,Marketing-Research,700002,IT-Infrastructure,8975.81
1,EUR,Europe,Marketing,Marketing-02,Marketing-Research,700003,IT-Consultant-System Implementation,2909.99
1,EUR,Europe,Marketing,Marketing-02,Marketing-Research,800000,Facilities-Offices,1290.08
1,EUR,Europe,Marketing,Marketing-02,Marketing-Research,800001,Facilities-Supplies,1023.41
1,EUR,Europe,Marketing,Marketing-02,Marketing-Research,800002,Facilities-Supplies,789.1
1,EUR,Europe,Marketing,Marketing-03,Marketing-PR,100000,Salary,6876.37
1,EUR,Europe,Marketing,Marketing-03,Marketing-PR,100001,Benefits,1787.86
1,EUR,Europe,Marketing,Marketing-03,Marketing-PR,200000,Contractors,53233.38
1,EUR,Europe,Marketing,Marketing-03,Marketing-PR,400000,Travel-Trips,897.67
1,EUR,Europe,Marketing,Marketing-03,Marketing-PR,400001,Travel-Hotels,465.02
1,EUR,Europe,Marketing,Marketing-03,Marketing-PR,500000,Professional-Services-Consultants,41000.03
1,EUR,Europe,Marketing,Marketing-03,Marketing-PR,600000,Legal-Consultants,23210.59
1,EUR,Europe,Marketing,Marketing-03,Marketing-PR,600001,Legal-Corporate Fees,34471.23
1,EUR,Europe,Marketing,Marketing-03,Marketing-PR,600002,Legal-Employment Fees,18843.06
1,EUR,Europe,Marketing,Marketing-03,Marketing-PR,700000,IT-Application-On-Premise,6802.09
1,EUR,Europe,Marketing,Marketing-03,Marketing-PR,700001,IT-Application-Subscription,9113.01
1,EUR,Europe,Marketing,Marketing-03,Marketing-PR,700002,IT-Infrastructure,5146.27
1,EUR,Europe,Marketing,Marketing-03,Marketing-PR,700003,IT-Consultant-System Implementation,5246.06
1,EUR,Europe,Marketing,Marketing-03,Marketing-PR,800000,Facilities-Offices,3394.76
1,EUR,Europe,Marketing,Marketing-03,Marketing-PR,800001,Facilities-Supplies,7490.47
1,EUR,Europe,Marketing,Marketing-03,Marketing-PR,800002,Facilities-Supplies,1382.35
1,EUR,Europe,Product-Mgmt,Product-Mgmt-01,Product-Management,100000,Salary,94463.3
1,EUR,Europe,Product-Mgmt,Product-Mgmt-01,Product-Management,100001,Benefits,24560.46
1,EUR,Europe,Product-Mgmt,Product-Mgmt-01,Product-Management,200000,Contractors,85286.88
1,EUR,Europe,Product-Mgmt,Product-Mgmt-01,Product-Management,400000,Travel-Trips,375.92
1,EUR,Europe,Product-Mgmt,Product-Mgmt-01,Product-Management,400001,Travel-Hotels,295.84
1,EUR,Europe,Product-Mgmt,Product-Mgmt-01,Product-Management,500000,Professional-Services-Consultants,27217.35
1,EUR,Europe,Product-Mgmt,Product-Mgmt-01,Product-Management,600000,Legal-Consultants,28445.35
1,EUR,Europe,Product-Mgmt,Product-Mgmt-01,Product-Management,600001,Legal-Corporate Fees,24552.2
1,EUR,Europe,Product-Mgmt,Product-Mgmt-01,Product-Management,600002,Legal-Employment Fees,38044.14
1,EUR,Europe,Product-Mgmt,Product-Mgmt-01,Product-Management,700000,IT-Application-On-Premise,1475.85
1,EUR,Europe,Product-Mgmt,Product-Mgmt-01,Product-Management,700001,IT-Application-Subscription,4554.87
1,EUR,Europe,Product-Mgmt,Product-Mgmt-01,Product-Management,700002,IT-Infrastructure,1058.28
1,EUR,Europe,Product-Mgmt,Product-Mgmt-01,Product-Management,700003,IT-Consultant-System Implementation,4119.74
1,EUR,Europe,Product-Mgmt,Product-Mgmt-01,Product-Management,800000,Facilities-Offices,2171.86
1,EUR,Europe,Product-Mgmt,Product-Mgmt-01,Product-Management,800001,Facilities-Supplies,9494.86
1,EUR,Europe,Product-Mgmt,Product-Mgmt-01,Product-Management,800002,Facilities-Supplies,1653.13
1,EUR,Europe,R&D,R&D-01,R&D-Infrastructure Developmet,100000,Salary,9523.16
1,EUR,Europe,R&D,R&D-01,R&D-Infrastructure Developmet,100001,Benefits,2476.02
1,EUR,Europe,R&D,R&D-01,R&D-Infrastructure Developmet,200000,Contractors,22413.1
1,EUR,Europe,R&D,R&D-01,R&D-Infrastructure Developmet,400000,Travel-Trips,6.71
1,EUR,Europe,R&D,R&D-01,R&D-Infrastructure Developmet,400001,Travel-Hotels,531.5
1,EUR,Europe,R&D,R&D-01,R&D-Infrastructure Developmet,500000,Professional-Services-Consultants,16450.23
1,EUR,Europe,R&D,R&D-01,R&D-Infrastructure Developmet,600000,Legal-Consultants,24294.57
1,EUR,Europe,R&D,R&D-01,R&D-Infrastructure Developmet,600001,Legal-Corporate Fees,26987.94
1,EUR,Europe,R&D,R&D-01,R&D-Infrastructure Developmet,600002,Legal-Employment Fees,29792.13
1,EUR,Europe,R&D,R&D-01,R&D-Infrastructure Developmet,700000,IT-Application-On-Premise,3334.59
1,EUR,Europe,R&D,R&D-01,R&D-Infrastructure Developmet,700001,IT-Application-Subscription,8409.58
1,EUR,Europe,R&D,R&D-01,R&D-Infrastructure Developmet,700002,IT-Infrastructure,2550.95
1,EUR,Europe,R&D,R&D-01,R&D-Infrastructure Developmet,700003,IT-Consultant-System Implementation,6113.46
1,EUR,Europe,R&D,R&D-01,R&D-Infrastructure Developmet,800000,Facilities-Offices,750.71
1,EUR,Europe,R&D,R&D-01,R&D-Infrastructure Developmet,800001,Facilities-Supplies,1176.71
1,EUR,Europe,R&D,R&D-01,R&D-Infrastructure Developmet,800002,Facilities-Supplies,8688.92
1,EUR,Europe,R&D,R&D-02,R&D-Applications Development,100000,Salary,80847.74
1,EUR,Europe,R&D,R&D-02,R&D-Applications Development,100001,Benefits,21020.41
1,EUR,Europe,R&D,R&D-02,R&D-Applications Development,200000,Contractors,56494.53
1,EUR,Europe,R&D,R&D-02,R&D-Applications Development,400000,Travel-Trips,845.39
1,EUR,Europe,R&D,R&D-02,R&D-Applications Development,400001,Travel-Hotels,406.63
1,EUR,Europe,R&D,R&D-02,R&D-Applications Development,500000,Professional-Services-Consultants,26221.73
1,EUR,Europe,R&D,R&D-02,R&D-Applications Development,600000,Legal-Consultants,21285.89
1,EUR,Europe,R&D,R&D-02,R&D-Applications Development,600001,Legal-Corporate Fees,12224.63
1,EUR,Europe,R&D,R&D-02,R&D-Applications Development,600002,Legal-Employment Fees,23193.07
1,EUR,Europe,R&D,R&D-02,R&D-Applications Development,700000,IT-Application-On-Premise,5045.45
1,EUR,Europe,R&D,R&D-02,R&D-Applications Development,700001,IT-Application-Subscription,3696.82
1,EUR,Europe,R&D,R&D-02,R&D-Applications Development,700002,IT-Infrastructure,3984.14
1,EUR,Europe,R&D,R&D-02,R&D-Applications Development,700003,IT-Consultant-System Implementation,6144.41
1,EUR,Europe,R&D,R&D-02,R&D-Applications Development,800000,Facilities-Offices,6190.68
1,EUR,Europe,R&D,R&D-02,R&D-Applications Development,800001,Facilities-Supplies,3985.21
1,EUR,Europe,R&D,R&D-02,R&D-Applications Development,800002,Facilities-Supplies,5609.77
1,EUR,Europe,R&D,R&D-03,R&D-Research,100000,Salary,27622.53
1,EUR,Europe,R&D,R&D-03,R&D-Research,100001,Benefits,7181.86
1,EUR,Europe,R&D,R&D-03,R&D-Research,200000,Contractors,75009.86
1,EUR,Europe,R&D,R&D-03,R&D-Research,400000,Travel-Trips,171.11
1,EUR,Europe,R&D,R&D-03,R&D-Research,400001,Travel-Hotels,151.73
1,EUR,Europe,R&D,R&D-03,R&D-Research,500000,Professional-Services-Consultants,37503.76
1,EUR,Europe,R&D,R&D-03,R&D-Research,600000,Legal-Consultants,4596.66
1,EUR,Europe,R&D,R&D-03,R&D-Research,600001,Legal-Corporate Fees,9192.88
1,EUR,Europe,R&D,R&D-03,R&D-Research,600002,Legal-Employment Fees,17803.66
1,EUR,Europe,R&D,R&D-03,R&D-Research,700000,IT-Application-On-Premise,4256.64
1,EUR,Europe,R&D,R&D-03,R&D-Research,700001,IT-Application-Subscription,8112.22
1,EUR,Europe,R&D,R&D-03,R&D-Research,700002,IT-Infrastructure,279.37
1,EUR,Europe,R&D,R&D-03,R&D-Research,700003,IT-Consultant-System Implementation,3734.01
1,EUR,Europe,R&D,R&D-03,R&D-Research,800000,Facilities-Offices,3125.74
1,EUR,Europe,R&D,R&D-03,R&D-Research,800001,Facilities-Supplies,2422.66
1,EUR,Europe,R&D,R&D-03,R&D-Research,800002,Facilities-Supplies,2536.51
1,EUR,Europe,R&D,R&D-04,R&D-Parternerships,100000,Salary,37862.33
1,EUR,Europe,R&D,R&D-04,R&D-Parternerships,100001,Benefits,9844.21
1,EUR,Europe,R&D,R&D-04,R&D-Parternerships,200000,Contractors,88747.55
1,EUR,Europe,R&D,R&D-04,R&D-Parternerships,400000,Travel-Trips,733.64
1,EUR,Europe,R&D,R&D-04,R&D-Parternerships,400001,Travel-Hotels,431.65
1,EUR,Europe,R&D,R&D-04,R&D-Parternerships,500000,Professional-Services-Consultants,43405.42
1,EUR,Europe,R&D,R&D-04,R&D-Parternerships,600000,Legal-Consultants,4666.56
1,EUR,Europe,R&D,R&D-04,R&D-Parternerships,600001,Legal-Corporate Fees,22523.85
1,EUR,Europe,R&D,R&D-04,R&D-Parternerships,600002,Legal-Employment Fees,25837.07
1,EUR,Europe,R&D,R&D-04,R&D-Parternerships,700000,IT-Application-On-Premise,6268.39
1,EUR,Europe,R&D,R&D-04,R&D-Parternerships,700001,IT-Application-Subscription,8120.74
1,EUR,Europe,R&D,R&D-04,R&D-Parternerships,700002,IT-Infrastructure,4302.69
1,EUR,Europe,R&D,R&D-04,R&D-Parternerships,700003,IT-Consultant-System Implementation,1095.24
1,EUR,Europe,R&D,R&D-04,R&D-Parternerships,800000,Facilities-Offices,6327.01
1,EUR,Europe,R&D,R&D-04,R&D-Parternerships,800001,Facilities-Supplies,1149.67
1,EUR,Europe,R&D,R&D-04,R&D-Parternerships,800002,Facilities-Supplies,9357.9
1,EUR,Europe,FIN,FIN-01,Finance,100000,Salary,400.49
1,EUR,Europe,FIN,FIN-01,Finance,100001,Benefits,104.13
1,EUR,Europe,FIN,FIN-01,Finance,200000,Contractors,56430.75
1,EUR,Europe,FIN,FIN-01,Finance,400000,Travel-Trips,821.12
1,EUR,Europe,FIN,FIN-01,Finance,400001,Travel-Hotels,849.13
1,EUR,Europe,FIN,FIN-01,Finance,500000,Professional-Services-Consultants,3389.91
1,EUR,Europe,FIN,FIN-01,Finance,600000,Legal-Consultants,13461.28
1,EUR,Europe,FIN,FIN-01,Finance,600001,Legal-Corporate Fees,13274.7
1,EUR,Europe,FIN,FIN-01,Finance,600002,Legal-Employment Fees,33279.01
1,EUR,Europe,FIN,FIN-01,Finance,700000,IT-Application-On-Premise,1685.96
1,EUR,Europe,FIN,FIN-01,Finance,700001,IT-Application-Subscription,5188.76
1,EUR,Europe,FIN,FIN-01,Finance,700002,IT-Infrastructure,1540.87
1,EUR,Europe,FIN,FIN-01,Finance,700003,IT-Consultant-System Implementation,511.37
1,EUR,Europe,FIN,FIN-01,Finance,800000,Facilities-Offices,1629.22
1,EUR,Europe,FIN,FIN-01,Finance,800001,Facilities-Supplies,3697.4
1,EUR,Europe,FIN,FIN-01,Finance,800002,Facilities-Supplies,5869.33
1,EUR,Europe,ACC,ACC-01,Accounting,100000,Salary,99661.9
1,EUR,Europe,ACC,ACC-01,Accounting,100001,Benefits,25912.09
1,EUR,Europe,ACC,ACC-01,Accounting,200000,Contractors,19276.79
1,EUR,Europe,ACC,ACC-01,Accounting,400000,Travel-Trips,741
1,EUR,Europe,ACC,ACC-01,Accounting,400001,Travel-Hotels,169.56
1,EUR,Europe,ACC,ACC-01,Accounting,500000,Professional-Services-Consultants,43007.34
1,EUR,Europe,ACC,ACC-01,Accounting,600000,Legal-Consultants,43810.48
1,EUR,Europe,ACC,ACC-01,Accounting,600001,Legal-Corporate Fees,21897.35
1,EUR,Europe,ACC,ACC-01,Accounting,600002,Legal-Employment Fees,24084.02
1,EUR,Europe,ACC,ACC-01,Accounting,700000,IT-Application-On-Premise,848.1
1,EUR,Europe,ACC,ACC-01,Accounting,700001,IT-Application-Subscription,238.5
1,EUR,Europe,ACC,ACC-01,Accounting,700002,IT-Infrastructure,859.8
1,EUR,Europe,ACC,ACC-01,Accounting,700003,IT-Consultant-System Implementation,4915.83
1,EUR,Europe,ACC,ACC-01,Accounting,800000,Facilities-Offices,4557.29
1,EUR,Europe,ACC,ACC-01,Accounting,800001,Facilities-Supplies,6467.35
1,EUR,Europe,ACC,ACC-01,Accounting,800002,Facilities-Supplies,167.04
1,EUR,Europe,IT,IT-01,IT,100000,Salary,5478.62
1,EUR,Europe,IT,IT-01,IT,100001,Benefits,1424.44
1,EUR,Europe,IT,IT-01,IT,200000,Contractors,93799.94
1,EUR,Europe,IT,IT-01,IT,400000,Travel-Trips,489.12
1,EUR,Europe,IT,IT-01,IT,400001,Travel-Hotels,412.98
1,EUR,Europe,IT,IT-01,IT,500000,Professional-Services-Consultants,34823.92
1,EUR,Europe,IT,IT-01,IT,600000,Legal-Consultants,24649.07
1,EUR,Europe,IT,IT-01,IT,600001,Legal-Corporate Fees,31821.33
1,EUR,Europe,IT,IT-01,IT,600002,Legal-Employment Fees,6019.21
1,EUR,Europe,IT,IT-01,IT,700000,IT-Application-On-Premise,3160.17
1,EUR,Europe,IT,IT-01,IT,700001,IT-Application-Subscription,8947.19
1,EUR,Europe,IT,IT-01,IT,700002,IT-Infrastructure,4009.68
1,EUR,Europe,IT,IT-01,IT,700003,IT-Consultant-System Implementation,1696.66
1,EUR,Europe,IT,IT-01,IT,800000,Facilities-Offices,4420
1,EUR,Europe,IT,IT-01,IT,800001,Facilities-Supplies,9782.73
1,EUR,Europe,IT,IT-01,IT,800002,Facilities-Supplies,8470.54
1,EUR,Europe,PS,PS-01,PS,100000,Salary,32789.42
1,EUR,Europe,PS,PS-01,PS,100001,Benefits,8525.25
1,EUR,Europe,PS,PS-01,PS,200000,Contractors,75380.48
1,EUR,Europe,PS,PS-01,PS,400000,Travel-Trips,414.12
1,EUR,Europe,PS,PS-01,PS,400001,Travel-Hotels,880.98
1,EUR,Europe,PS,PS-01,PS,500000,Professional-Services-Consultants,35149.36
1,EUR,Europe,PS,PS-01,PS,600000,Legal-Consultants,18523.55
1,EUR,Europe,PS,PS-01,PS,600001,Legal-Corporate Fees,25400.08
1,EUR,Europe,PS,PS-01,PS,600002,Legal-Employment Fees,12141.74
1,EUR,Europe,PS,PS-01,PS,700000,IT-Application-On-Premise,3606.01
1,EUR,Europe,PS,PS-01,PS,700001,IT-Application-Subscription,4417.18
1,EUR,Europe,PS,PS-01,PS,700002,IT-Infrastructure,1413.71
1,EUR,Europe,PS,PS-01,PS,700003,IT-Consultant-System Implementation,2119.07
1,EUR,Europe,PS,PS-01,PS,800000,Facilities-Offices,7146.34
1,EUR,Europe,PS,PS-01,PS,800001,Facilities-Supplies,7048.24
1,EUR,Europe,PS,PS-01,PS,800002,Facilities-Supplies,7590.48
1,EUR,Europe,IS,IS-01,IS,100000,Salary,20132
1,EUR,Europe,IS,IS-01,IS,100001,Benefits,5234.32
1,EUR,Europe,IS,IS-01,IS,200000,Contractors,53456.64
1,EUR,Europe,IS,IS-01,IS,400000,Travel-Trips,844.58
1,EUR,Europe,IS,IS-01,IS,400001,Travel-Hotels,111.65
1,EUR,Europe,IS,IS-01,IS,500000,Professional-Services-Consultants,476.15
1,EUR,Europe,IS,IS-01,IS,600000,Legal-Consultants,43120.34
1,EUR,Europe,IS,IS-01,IS,600001,Legal-Corporate Fees,12670.84
1,EUR,Europe,IS,IS-01,IS,600002,Legal-Employment Fees,41058.02
1,EUR,Europe,IS,IS-01,IS,700000,IT-Application-On-Premise,3734.61
1,EUR,Europe,IS,IS-01,IS,700001,IT-Application-Subscription,9903.57
1,EUR,Europe,IS,IS-01,IS,700002,IT-Infrastructure,7958.38
1,EUR,Europe,IS,IS-01,IS,700003,IT-Consultant-System Implementation,2977.06
1,EUR,Europe,IS,IS-01,IS,800000,Facilities-Offices,28.64
1,EUR,Europe,IS,IS-01,IS,800001,Facilities-Supplies,4602.6
1,EUR,Europe,IS,IS-01,IS,800002,Facilities-Supplies,4244.65
1,EUR,Europe,Exec-Office,Exec-Office-01,Exec-Office,100000,Salary,60732.84
1,EUR,Europe,Exec-Office,Exec-Office-01,Exec-Office,100001,Benefits,15790.54
1,EUR,Europe,Exec-Office,Exec-Office-01,Exec-Office,200000,Contractors,32855.06
1,EUR,Europe,Exec-Office,Exec-Office-01,Exec-Office,400000,Travel-Trips,455.39
1,EUR,Europe,Exec-Office,Exec-Office-01,Exec-Office,400001,Travel-Hotels,414.8
1,EUR,Europe,Exec-Office,Exec-Office-01,Exec-Office,500000,Professional-Services-Consultants,44928.4
1,EUR,Europe,Exec-Office,Exec-Office-01,Exec-Office,600000,Legal-Consultants,3538.88
1,EUR,Europe,Exec-Office,Exec-Office-01,Exec-Office,600001,Legal-Corporate Fees,2101.23
1,EUR,Europe,Exec-Office,Exec-Office-01,Exec-Office,600002,Legal-Employment Fees,19172.12
1,EUR,Europe,Exec-Office,Exec-Office-01,Exec-Office,700000,IT-Application-On-Premise,4215.5
1,EUR,Europe,Exec-Office,Exec-Office-01,Exec-Office,700001,IT-Application-Subscription,8345.23
1,EUR,Europe,Exec-Office,Exec-Office-01,Exec-Office,700002,IT-Infrastructure,6578.88
1,EUR,Europe,Exec-Office,Exec-Office-01,Exec-Office,700003,IT-Consultant-System Implementation,5230.34
1,EUR,Europe,Exec-Office,Exec-Office-01,Exec-Office,800000,Facilities-Offices,8157.1
1,EUR,Europe,Exec-Office,Exec-Office-01,Exec-Office,800001,Facilities-Supplies,3339.09
1,EUR,Europe,Exec-Office,Exec-Office-01,Exec-Office,800002,Facilities-Supplies,3292.87
1,EUR,Europe,LEG,LEG-01,Legal,100000,Salary,56021.81
1,EUR,Europe,LEG,LEG-01,Legal,100001,Benefits,14565.67
1,EUR,Europe,LEG,LEG-01,Legal,200000,Contractors,17288.62
